id;domain_list
160610;Thematic Games
228660;Thematic Games
269595;Family Games
165986;Family Games
165986;Strategy Games
202583;Strategy Games
223855;Strategy Games
18258;Strategy Games
284936;Abstract Games
284936;Strategy Games
1540;Thematic Games
1540;Wargames
25821;Party Games
10;Family Games
41916;Children's Games
41916;Family Games
149155;Family Games
268201;Family Games
113873;Wargames
245422;Party Games
134253;Thematic Games
131014;Family Games
252752;Strategy Games
157526;Strategy Games
327711;
191876;Strategy Games
4099;Strategy Games
165872;Wargames
332386;Strategy Games
302524;Family Games
1261;Abstract Games
1261;Strategy Games
157001;Strategy Games
230;Strategy Games
132372;Family Games
132372;Strategy Games
85256;Family Games
83195;Family Games
16986;Abstract Games
16986;Family Games
183006;Family Games
2507;Strategy Games
243759;Thematic Games
191597;Family Games
191597;Strategy Games
288169;Family Games
23094;Strategy Games
1159;Family Games
1159;Strategy Games
328908;Family Games
328908;Thematic Games
119591;Strategy Games
61692;Wargames
257614;Family Games
302388;Thematic Games
284108;Family Games
284108;Party Games
314088;Strategy Games
9220;Family Games
9220;Party Games
111124;Thematic Games
826;Family Games
159503;Strategy Games
159503;Thematic Games
224821;Family Games
224821;Thematic Games
219100;Thematic Games
219100;Wargames
231484;Family Games
310448;Family Games
175324;Thematic Games
143405;Strategy Games
246761;Family Games
2842;Family Games
264982;Strategy Games
202077;Thematic Games
60435;Family Games
60435;Thematic Games
57390;Thematic Games
7805;Family Games
205716;Strategy Games
272453;Customizable Games
296345;Thematic Games
303553;Family Games
297978;Family Games
332290;Thematic Games
12495;Strategy Games
212516;Strategy Games
163474;Thematic Games
163474;Wargames
255674;Family Games
298371;Family Games
9203;Thematic Games
9203;Wargames
232988;Family Games
206803;Strategy Games
53093;Wargames
117985;Family Games
117985;Strategy Games
38823;Wargames
301257;Strategy Games
2338;Strategy Games
217085;Family Games
215841;Thematic Games
291859;Customizable Games
219101;Wargames
272380;Abstract Games
233020;Family Games
106;Family Games
106;Strategy Games
103;Thematic Games
103;Wargames
1897;Family Games
1897;Strategy Games
134453;Family Games
30618;Party Games
268620;Family Games
15126;Wargames
229491;Strategy Games
312267;Thematic Games
150312;Family Games
150312;Party Games
204505;Family Games
394;Abstract Games
21441;Strategy Games
200853;Family Games
200853;Strategy Games
326945;Strategy Games
10640;Thematic Games
199383;Strategy Games
172385;Strategy Games
199;Family Games
180040;Strategy Games
63268;Party Games
127024;Thematic Games
105037;Strategy Games
184424;Strategy Games
166226;Strategy Games
159109;Strategy Games
159109;Thematic Games
257769;Family Games
281946;Thematic Games
15;Strategy Games
15;Thematic Games
116;Family Games
254591;Thematic Games
33604;Party Games
244191;Strategy Games
163413;Strategy Games
362452;Strategy Games
297985;Strategy Games
302425;Family Games
302425;Thematic Games
216091;Thematic Games
123570;Family Games
123570;Party Games
295293;Thematic Games
98527;Thematic Games
272533;Strategy Games
1403;Family Games
244918;Family Games
244918;Thematic Games
39684;Strategy Games
179460;Strategy Games
340677;Family Games
72991;Family Games
72991;Strategy Games
316858;Strategy Games
205418;Family Games
205418;Strategy Games
151771;Thematic Games
113401;Family Games
113401;Party Games
283294;Strategy Games
167513;Strategy Games
339958;Strategy Games
246663;Strategy Games
322622;Family Games
322622;Strategy Games
225244;Family Games
215842;Family Games
215842;Thematic Games
256997;Strategy Games
22038;Strategy Games
22038;Thematic Games
15818;Family Games
271615;Family Games
227456;Thematic Games
878;Family Games
253214;Thematic Games
167270;Abstract Games
200057;Strategy Games
142992;Family Games
304285;Family Games
179572;Family Games
179572;Strategy Games
311715;Thematic Games
254018;Family Games
254018;Strategy Games
42487;Family Games
291962;Family Games
5716;Family Games
271088;Family Games
271088;Strategy Games
2122;Customizable Games
624;Abstract Games
223931;Thematic Games
298102;Thematic Games
19999;Abstract Games
19999;Strategy Games
351526;Strategy Games
206915;Party Games
338628;Family Games
340325;Strategy Games
340325;Thematic Games
9446;Customizable Games
9446;Strategy Games
287938;Family Games
287938;Thematic Games
196202;Thematic Games
139030;Party Games
300442;Family Games
272682;Strategy Games
254713;Strategy Games
216201;Strategy Games
3284;Thematic Games
19237;Party Games
29934;Strategy Games
194690;Family Games
94362;Strategy Games
94362;Thematic Games
138431;Strategy Games
138431;Thematic Games
142852;Family Games
333255;Thematic Games
166857;Strategy Games
2397;Abstract Games
176229;Strategy Games
370591;Family Games
75165;Strategy Games
244995;Family Games
191894;Party Games
66;Strategy Games
1231;Family Games
1231;Party Games
249746;Strategy Games
249746;Thematic Games
175223;Strategy Games
37919;Strategy Games
129051;Strategy Games
283317;Thematic Games
55829;Wargames
342810;Strategy Games
16496;Strategy Games
902;Strategy Games
146910;Strategy Games
309110;Family Games
309110;Strategy Games
165950;Family Games
181810;Family Games
6411;Abstract Games
196;Strategy Games
196;Thematic Games
299121;Strategy Games
299121;Thematic Games
169794;Strategy Games
223740;Family Games
71836;Family Games
438;Family Games
492;Family Games
492;Strategy Games
481;Strategy Games
204;Strategy Games
22877;Wargames
205317;Strategy Games
205317;Thematic Games
313889;Strategy Games
120523;Thematic Games
255675;Thematic Games
131366;Family Games
131366;Strategy Games
101785;Thematic Games
101785;Wargames
194626;Party Games
109125;Strategy Games
341530;Family Games
299252;Party Games
131325;Family Games
131325;Party Games
257527;Party Games
18745;Strategy Games
21550;Abstract Games
195544;Family Games
195544;Strategy Games
24417;Strategy Games
210232;Thematic Games
20542;Wargames
339906;Family Games
148943;Party Games
594;Strategy Games
22;Strategy Games
22;Thematic Games
3955;Party Games
143175;Strategy Games
201;Abstract Games
335609;Family Games
166571;Strategy Games
1915;Customizable Games
172381;Strategy Games
94104;Strategy Games
24827;Strategy Games
1568;Thematic Games
310192;Family Games
232595;Strategy Games
3072;Thematic Games
3072;Wargames
330038;Family Games
258444;Family Games
347137;Family Games
246200;Strategy Games
300001;Strategy Games
176083;Thematic Games
298638;Family Games
298638;Party Games
242;Strategy Games
242;Thematic Games
285533;Family Games
268586;Family Games
268586;Party Games
43022;Strategy Games
172220;Strategy Games
172220;Thematic Games
362944;Strategy Games
116954;Abstract Games
116954;Family Games
3228;Abstract Games
369880;
252929;Family Games
233678;Family Games
57925;Family Games
57925;Strategy Games
181524;Family Games
181524;Thematic Games
115;Family Games
115;Strategy Games
353470;
170604;Strategy Games
168;Strategy Games
7480;Wargames
264198;Thematic Games
267127;Strategy Games
217398;Strategy Games
13780;Strategy Games
29223;Family Games
171662;Thematic Games
312251;Strategy Games
125548;Strategy Games
2065;Abstract Games
144041;Strategy Games
218530;Party Games
241477;Children's Games
241477;Family Games
281474;Thematic Games
285265;Family Games
13884;Strategy Games
38713;Party Games
143986;Family Games
2987;Family Games
40209;Wargames
106662;Strategy Games
38862;Strategy Games
119;Abstract Games
119;Strategy Games
156714;Customizable Games
122294;Strategy Games
230267;Strategy Games
230889;Customizable Games
230889;Strategy Games
131111;Customizable Games
131111;Strategy Games
214396;Family Games
195043;Family Games
152;Strategy Games
360265;Strategy Games
1829;Wargames
38863;Strategy Games
929;Party Games
92319;Strategy Games
192860;Family Games
193308;Party Games
195856;Thematic Games
47055;Strategy Games
47055;Thematic Games
215840;Thematic Games
102435;Wargames
423;Strategy Games
619;Family Games
619;Strategy Games
34887;Strategy Games
148951;Strategy Games
33451;Party Games
33451;Thematic Games
245354;Thematic Games
915;Family Games
34194;Family Games
22484;Abstract Games
323156;Strategy Games
149776;Strategy Games
149776;Thematic Games
254192;Thematic Games
38343;Strategy Games
240567;Strategy Games
187700;Thematic Games
187700;Wargames
39339;Thematic Games
58936;Strategy Games
312318;Family Games
269603;Family Games
313010;Strategy Games
244916;Family Games
319910;Customizable Games
319910;Strategy Games
63170;Strategy Games
103185;Strategy Games
183231;Family Games
2081;Wargames
17223;Thematic Games
1198;Abstract Games
1198;Family Games
5206;Wargames
331050;Family Games
40270;Customizable Games
40270;Strategy Games
367498;Strategy Games
306882;
248158;Family Games
248158;Thematic Games
26;Strategy Games
3097;Strategy Games
259298;Strategy Games
295785;Strategy Games
31497;Family Games
31497;Strategy Games
276830;Strategy Games
14254;Family Games
14254;Party Games
200511;Strategy Games
274124;Strategy Games
90040;Family Games
90040;Strategy Games
193728;Wargames
41933;Strategy Games
10093;Wargames
12761;Strategy Games
149951;Wargames
275913;Strategy Games
55697;Strategy Games
221769;Strategy Games
221769;Thematic Games
24773;Strategy Games
267813;Thematic Games
34297;Abstract Games
34297;Family Games
284584;Strategy Games
3800;Strategy Games
270109;Abstract Games
270109;Strategy Games
1544;Party Games
222542;Strategy Games
220133;Strategy Games
99975;Family Games
30658;Strategy Games
38545;Abstract Games
494;Family Games
61487;Wargames
178054;Strategy Games
178054;Thematic Games
283619;Family Games
225167;Party Games
225167;Thematic Games
297486;Strategy Games
253759;Family Games
123607;Strategy Games
363307;
157917;Strategy Games
226501;Strategy Games
226501;Thematic Games
235014;Strategy Games
1499;Wargames
330608;Strategy Games
310632;Family Games
264647;Strategy Games
98;Wargames
8098;Party Games
286537;Thematic Games
26457;Wargames
168609;Strategy Games
165948;Family Games
165948;Strategy Games
260300;Family Games
147253;Strategy Games
230303;Family Games
230303;Thematic Games
88827;Wargames
266966;
252446;Strategy Games
218804;Strategy Games
73369;Strategy Games
288513;Family Games
318472;Strategy Games
336929;Abstract Games
336929;Family Games
701;Wargames
232361;Thematic Games
235555;Strategy Games
208895;Family Games
96007;Strategy Games
195571;Thematic Games
302260;Family Games
3565;Thematic Games
6351;Children's Games
158900;Strategy Games
205046;Family Games
180020;Family Games
180020;Party Games
206940;Family Games
223215;Family Games
280453;Strategy Games
175307;Family Games
8129;Family Games
282414;Strategy Games
248861;Abstract Games
280136;Party Games
301716;Strategy Games
361;Family Games
138233;Strategy Games
54137;Abstract Games
316786;Strategy Games
123499;Strategy Games
811;Family Games
43868;Family Games
43868;Thematic Games
21920;Strategy Games
67877;Party Games
171011;Family Games
244513;Children's Games
244513;Family Games
38718;Wargames
325555;
325698;Family Games
182189;Family Games
123239;Party Games
24310;Party Games
24310;Thematic Games
103092;Strategy Games
111417;Family Games
111417;Strategy Games
46396;Abstract Games
46396;Family Games
254;Wargames
367220;Family Games
986;Strategy Games
157413;Strategy Games
29937;Strategy Games
12750;Strategy Games
274841;Family Games
237;Wargames
172996;Strategy Games
142079;Thematic Games
13308;Family Games
163805;Strategy Games
4636;Abstract Games
251551;
220792;Strategy Games
295262;Strategy Games
295262;Wargames
139771;Wargames
136280;Family Games
143185;Strategy Games
107255;Family Games
107255;Strategy Games
8190;Strategy Games
180199;Wargames
145189;Family Games
145189;Party Games
267271;Strategy Games
210274;Strategy Games
329873;
15511;Abstract Games
15511;Family Games
259081;Family Games
269752;Abstract Games
269752;Family Games
32125;Family Games
22348;Party Games
175293;Family Games
5072;Family Games
2251;Strategy Games
2251;Thematic Games
273703;Thematic Games
2808;Wargames
332944;Family Games
35435;Strategy Games
241831;Family Games
241831;Strategy Games
122842;Strategy Games
122842;Thematic Games
275044;Family Games
169611;Family Games
2393;Abstract Games
180592;Strategy Games
70;Family Games
70;Strategy Games
269968;Family Games
269968;Thematic Games
248125;Strategy Games
57660;Party Games
198487;
266083;Family Games
4396;Family Games
4396;Strategy Games
328326;
27627;Thematic Games
282853;Family Games
183284;Strategy Games
146816;Family Games
272427;Strategy Games
235375;Abstract Games
235375;Family Games
91984;Strategy Games
350736;Family Games
41010;Children's Games
230305;Family Games
230305;Thematic Games
354570;Wargames
104955;Strategy Games
175549;Party Games
352697;Wargames
38386;Strategy Games
157096;Strategy Games
146221;Strategy Games
124172;Abstract Games
124172;Family Games
112138;Customizable Games
28089;Children's Games
28089;Family Games
205610;Family Games
206084;Strategy Games
37907;Strategy Games
171726;Thematic Games
252399;Strategy Games
138649;Customizable Games
359970;Family Games
359970;Party Games
71074;Strategy Games
37387;Strategy Games
24742;Strategy Games
211716;Thematic Games
180852;Strategy Games
298229;Family Games
298229;Strategy Games
347013;Family Games
253618;Family Games
253618;Party Games
1107;Strategy Games
19622;Wargames
363247;Abstract Games
217083;Abstract Games
35503;Family Games
38992;Strategy Games
42673;Wargames
202977;Strategy Games
1887;Customizable Games
1662;Wargames
21551;Wargames
730;Wargames
293835;Thematic Games
1219;Family Games
160902;Customizable Games
295905;Strategy Games
359152;
256320;Family Games
207572;Wargames
174078;Family Games
113636;Strategy Games
66510;Thematic Games
269725;Family Games
228372;Strategy Games
174837;Strategy Games
250881;Strategy Games
238546;Strategy Games
157;Strategy Games
37358;Strategy Games
398;Family Games
223376;Thematic Games
223376;Wargames
21133;Thematic Games
21133;Wargames
293678;Strategy Games
230383;Family Games
309105;Abstract Games
309105;Family Games
267609;
3931;Strategy Games
350458;Strategy Games
63759;Family Games
63759;Strategy Games
338460;
146418;Customizable Games
146418;Wargames
155255;Strategy Games
163370;Family Games
163370;Strategy Games
38765;Strategy Games
216632;Strategy Games
120;Family Games
363369;Strategy Games
248005;Strategy Games
16267;Family Games
49;Family Games
344258;Abstract Games
196496;Wargames
66588;Family Games
66588;Party Games
284121;Strategy Games
284121;Thematic Games
526;Abstract Games
238393;Strategy Games
1032;Wargames
285905;Thematic Games
285905;Wargames
214484;Thematic Games
322656;Strategy Games
322656;Thematic Games
56931;Strategy Games
6205;Wargames
145588;Family Games
145588;Strategy Games
192945;Strategy Games
301919;Family Games
257732;Strategy Games
24703;Thematic Games
6901;Family Games
340;Family Games
195528;Strategy Games
12477;Thematic Games
335212;Thematic Games
33154;Family Games
144529;Strategy Games
85005;Family Games
245931;Strategy Games
240271;Thematic Games
36648;Children's Games
36648;Family Games
261594;Wargames
155695;Family Games
157026;Strategy Games
267378;Family Games
181345;Children's Games
181345;Family Games
75358;Strategy Games
127997;Abstract Games
127997;Family Games
142961;Strategy Games
142961;Thematic Games
274450;Thematic Games
331401;Family Games
179303;Strategy Games
125752;Strategy Games
125752;Thematic Games
128667;Family Games
136955;Wargames
300010;Children's Games
31105;Family Games
253684;Family Games
218293;Strategy Games
128442;Thematic Games
113289;Party Games
309430;Strategy Games
300683;Family Games
73;Family Games
73;Strategy Games
28259;Thematic Games
174973;Family Games
174973;Strategy Games
317434;Thematic Games
205125;Children's Games
232;Strategy Games
242653;Strategy Games
155969;Family Games
155969;Strategy Games
318546;Family Games
85325;Family Games
294514;Family Games
259374;Party Games
168681;Family Games
337787;Family Games
342857;Family Games
342857;Wargames
148203;Family Games
148203;Party Games
162009;Wargames
356414;Strategy Games
233208;Wargames
118695;Family Games
238656;Strategy Games
63543;Thematic Games
63543;Wargames
34707;Family Games
22192;Thematic Games
216428;Abstract Games
442;Family Games
442;Strategy Games
98918;Thematic Games
36522;Strategy Games
36522;Wargames
324090;Strategy Games
324090;Thematic Games
181819;Customizable Games
181819;Strategy Games
903;Family Games
9441;Children's Games
9441;Family Games
243430;Family Games
17710;Thematic Games
17710;Wargames
168998;Customizable Games
73664;Abstract Games
73664;Family Games
67239;Strategy Games
1117;Family Games
143404;Strategy Games
65564;Wargames
134157;Strategy Games
118174;Strategy Games
41863;Wargames
27225;Family Games
204135;Family Games
204184;Wargames
266967;
184824;Thematic Games
184824;Wargames
231696;Family Games
284778;
84;Wargames
187273;Thematic Games
140;Family Games
140;Party Games
198525;Family Games
169416;Customizable Games
169416;Thematic Games
32412;Family Games
592;Family Games
23679;Wargames
120217;Thematic Games
193737;Thematic Games
193737;Wargames
215312;Family Games
153507;Family Games
321277;Strategy Games
144239;Strategy Games
180771;Thematic Games
21954;Strategy Games
176558;Party Games
249;Family Games
249;Strategy Games
220367;Strategy Games
34585;Family Games
129459;Thematic Games
187653;Strategy Games
285775;Customizable Games
285775;Strategy Games
169318;Family Games
169318;Strategy Games
9910;Thematic Games
9910;Wargames
294702;Strategy Games
303672;Family Games
277927;Family Games
187680;Family Games
187680;Strategy Games
253664;Party Games
198287;
39217;Wargames
236217;Party Games
204574;Strategy Games
320718;Family Games
37141;Party Games
12589;Family Games
12589;Strategy Games
19526;Strategy Games
222407;Strategy Games
7858;Wargames
472;Thematic Games
156496;Strategy Games
163;Party Games
339484;Family Games
268012;Thematic Games
172933;Family Games
332321;Thematic Games
189660;Strategy Games
189660;Thematic Games
287589;Strategy Games
